2019,2020,2021,prediction_mean,State/Province_x,City_State,Count,City,Longitude,Latitude,POPESTIMATE,POPEST_MALE,POPEST_FEMALE,UNDER5_TOTAL,UNDER5_MALE,UNDER5_FEMALE,AGE513_TOTAL,AGE513_MALE,AGE513_FEMALE,AGE1417_TOTAL,AGE1417_MALE,AGE1417_FEMALE,AGE1824_TOTAL,AGE1824_MALE,AGE1824_FEMALE,AGE16PLUS_TOTAL,AGE16PLUS_MALE,AGE16PLUS_FEMALE,AGE18PLUS_TOTAL,AGE18PLUS_MALE,AGE18PLUS_FEMALE,AGE1544_TOTAL,AGE1544_MALE,AGE1544_FEMALE,AGE2544_TOTAL,AGE2544_MALE,AGE2544_FEMALE,AGE4564_TOTAL,AGE4564_MALE,AGE4564_FEMALE,AGE65PLUS_TOTAL,AGE65PLUS_MALE,AGE65PLUS_FEMALE,AGE04_TOTAL,AGE04_MALE,AGE04_FEMALE,AGE59_TOTAL,AGE59_MALE,AGE59_FEMALE,AGE1014_TOTAL,AGE1014_MALE,AGE1014_FEMALE,AGE1519_TOTAL,AGE1519_MALE,AGE1519_FEMALE,AGE2024_TOTAL,AGE2024_MALE,AGE2024_FEMALE,AGE2529_TOTAL,AGE2529_MALE,AGE2529_FEMALE,AGE3034_TOTAL,AGE3034_MALE,AGE3034_FEMALE,AGE3539_TOTAL,AGE3539_MALE,AGE3539_FEMALE,AGE4044_TOTAL,AGE4044_MALE,AGE4044_FEMALE,AGE4549_TOTAL,AGE4549_MALE,AGE4549_FEMALE,AGE5054_TOTAL,AGE5054_MALE,AGE5054_FEMALE,AGE5559_TOTAL,AGE5559_MALE,AGE5559_FEMALE,AGE6064_TOTAL,AGE6064_MALE,AGE6064_FEMALE,AGE6569_TOTAL,AGE6569_MALE,AGE6569_FEMALE,AGE7074_TOTAL,AGE7074_MALE,AGE7074_FEMALE,AGE7579_TOTAL,AGE7579_MALE,AGE7579_FEMALE,AGE8084_TOTAL,AGE8084_MALE,AGE8084_FEMALE,AGE85PLUS_TOTAL,AGE85PLUS_MALE,AGE85PLUS_FEMALE,MEDIAN_AGE_TOTAL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE
41503,44572,47519,0.890219135,TNKY,"Clarksville, TN-KY",5,Clarksville,-87.35,36.53,328304,166293,162011,26331,13615,12716,43553,22425,21128,17705,9077,8628,36980,21037,15943,249168,125543,123625,240715,121176,119539,149653,78895,70758,99692,51186,48506,66460,32096,34364,37583,16857,20726,26331,13615,12716,24749,12809,11940,23528,12021,11507,21146,11181,9965,28815,16528,12287,30162,16183,13979,26828,13657,13171,23152,11660,11492,19550,9686,9864,16992,8357,8635,16684,8080,8604,17065,8225,8840,15719,7434,8285,13253,6263,6990,10364,4788,5576,6534,2883,3651,4086,1679,2407,3346,1244,2102,31.6,30.3,33.2
39329,42279,45404,0.87811727,TN,"Cleveland, TN",3,Cleveland,-84.88,35.16,127938,62528,65410,7031,3503,3528,13661,6946,6715,6682,3461,3221,11448,5672,5776,103886,50330,53556,100564,48618,51946,47868,23821,24047,31424,15563,15861,34651,17048,17603,23041,10335,12706,7031,3503,3528,7389,3711,3678,7958,4110,3848,8356,4246,4110,8088,4012,4076,8027,4005,4022,8135,4002,4133,7358,3708,3650,7904,3848,4056,8341,4225,4116,8845,4409,4436,9017,4406,4611,8448,4008,4440,7236,3452,3784,6466,2973,3493,4485,2027,2458,2702,1121,1581,2152,762,1390,41.1,40,42.1
54867,58215,61948,0.91876563,OH,"Cleveland-Elyria, OH",19,Cleveland-Elyria,-82.08,41.41,2075662,1009388,1066274,110208,56444,53764,217055,111215,105840,104935,53661,51274,169731,85786,83945,1696158,815007,881151,1643464,788068,855396,772326,384960,387366,523778,258948,264830,547368,266259,281109,402587,177075,225512,110208,56444,53764,118265,60531,57734,124908,64119,60789,126081,64544,61537,122467,61468,60999,135803,67446,68357,136716,67578,69138,128225,63241,64984,123034,60683,62351,117999,57909,60090,134226,65946,68280,143635,69406,74229,151508,72998,78510,131849,62556,69293,108911,50121,58790,68563,29911,38652,46168,18501,27667,47096,15986,31110,41.4,39.9,42.8
42228,44358,47803,0.877309065,TX,"College Station-Bryan, TX",12,College Station-Bryan,-96.33,30.66,272041,136524,135517,15394,7852,7542,29100,14663,14437,12669,6542,6127,60384,31294,29090,221076,110625,110451,214878,107467,107411,142068,72893,69175,72319,36785,35534,50997,24961,26036,31178,14427,16751,15394,7852,7542,16171,8148,8023,16233,8243,7990,24803,12365,12438,44946,23743,21203,20936,10823,10113,18719,9391,9328,17394,8850,8544,15270,7721,7549,12629,6217,6412,12923,6362,6561,12800,6245,6555,12645,6137,6508,10913,5295,5618,8320,3993,4327,5359,2441,2918,3452,1474,1978,3134,1224,1910,29.4,28.6,30.2
51113,54817,58736,0.909252285,CO,"Colorado Springs, CO",42,Colorado Springs,-104.82,38.81,762793,387531,375262,46537,23882,22655,89880,46050,43830,40504,20604,19900,79335,44504,34831,605848,307157,298691,585872,296995,288877,334725,177117,157608,225225,117266,107959,175336,86792,88544,105976,48433,57543,46537,23882,22655,49396,25209,24187,50823,26098,24725,50755,26831,23924,58745,33020,25725,61909,33015,28894,59403,30894,28509,55861,28931,26930,48052,24426,23626,42328,21532,20796,42849,21441,21408,45556,22122,23434,44603,21697,22906,37366,17787,19579,30219,14270,15949,18228,8314,9914,10723,4533,6190,9440,3529,5911,35.3,34.1,36.6
48068,50767,53583,0.89779128,MO,"Columbia, MO",8,Columbia,-92.36,38.95,213123,104108,109015,11801,5998,5803,22216,11458,10758,10186,5238,4948,36114,17109,19005,173993,83996,89997,168920,81414,87506,100769,49318,51451,57048,28323,28725,45531,22315,23216,30227,13667,16560,11801,5998,5803,12320,6355,5965,12475,6455,6020,17296,8306,8990,26425,12689,13736,15795,7842,7953,14799,7318,7481,13717,6859,6858,12737,6304,6433,10958,5464,5494,11087,5477,5610,11591,5676,5915,11895,5698,6197,10420,4860,5560,8519,4086,4433,4869,2201,2668,3162,1345,1817,3257,1175,2082,33.4,32.9,33.9
40594,43539,47349,0.890219135,GAAL,"Columbus, GA-AL",4,Columbus,-84.95,32.54,327536,161974,165562,21352,10925,10427,39895,20408,19487,16941,8712,8229,30973,17296,13677,257597,126185,131412,249348,121929,127419,135857,70345,65512,92425,46643,45782,76774,36902,39872,49176,21088,28088,21352,10925,10427,22101,11213,10888,22276,11501,10775,20728,11132,9596,22704,12570,10134,25416,13353,12063,24881,12601,12280,22289,11056,11233,19839,9633,10206,18388,8842,9546,18628,9041,9587,20144,9610,10534,19614,9409,10205,16920,7813,9107,13436,5949,7487,8656,3669,4987,5264,2048,3216,4900,1609,3291,35.9,34,37.9
54102,57535,61136,0.9185719,IN,"Columbus, IN",4,Columbus,-85.89,39.22,82475,41634,40841,5146,2604,2542,10210,5267,4943,4572,2223,2349,6454,3309,3145,64844,32652,32192,62547,31540,31007,32170,16769,15401,22265,11799,10466,20162,10226,9936,13666,6206,7460,5146,2604,2542,5743,2999,2744,5588,2830,2758,5143,2498,2645,4762,2472,2290,5938,3219,2719,5732,3044,2688,5522,2912,2610,5073,2624,2449,5058,2585,2473,5108,2674,2434,5049,2544,2505,4947,2423,2524,4360,2087,2273,3727,1756,1971,2497,1114,1383,1620,712,908,1462,537,925,37.8,36.9,38.9
52627,56537,59867,0.881217075,OH,"Columbus, OH",45,Columbus,-82.89,40,2151017,1065587,1085430,134778,68913,65865,255123,130353,124770,113305,57820,55485,193088,97517,95571,1703727,837038,866689,1647811,808501,839310,907548,456490,451058,630109,315925,314184,524481,261336,263145,300133,133723,166410,134778,68913,65865,142147,72581,69566,141930,72544,69386,141399,72323,69076,136040,68242,67798,159452,79936,79516,169918,84885,85033,156517,78495,78022,144222,72609,71613,130988,65965,65023,135841,68699,67142,131111,65183,65928,126541,61489,65052,104586,49551,55035,84684,38711,45973,50549,22055,28494,31933,13194,18739,28381,10212,18169,36.5,35.8,37.3
47290,50628,54174,0.8228005,OR,"Corvallis, OR",6,Corvallis,-123.26,44.56,96017,48191,47826,3626,1850,1776,7739,3984,3755,3943,1998,1945,21159,11025,10134,82697,41359,41338,80709,40359,40350,46935,24263,22672,22818,11734,11084,19870,9635,10235,16862,7965,8897,3626,1850,1776,4035,2087,1948,4689,2391,2298,8999,4502,4497,15118,8027,7091,7042,3759,3283,5603,2872,2731,5213,2628,2585,4960,2475,2485,4637,2284,2353,4830,2429,2401,4825,2322,2503,5578,2600,2978,5755,2750,3005,4902,2439,2463,2849,1333,1516,1728,788,940,1628,655,973,33.9,32.5,35.6
56856,60205,64660,0.90494435,FL,"Crestview-Fort Walton Beach-Destin, FL",6,Crestview-Fort Walton Beach-Destin,-86.42,30.39,293324,149327,143997,17545,8955,8590,32784,16690,16094,14077,7235,6842,23663,13354,10309,235850,120006,115844,228918,116447,112471,114531,61276,53255,80351,42491,37860,73935,36651,37284,50969,23951,27018,17545,8955,8590,18251,9314,8937,18093,9180,8913,16094,8567,7527,18086,10218,7868,20443,11226,9217,21580,11363,10217,20224,10485,9739,18104,9417,8687,15718,7936,7782,16824,8342,8482,20201,9964,10237,21192,10409,10783,17600,8557,9043,14119,6922,7197,8993,4278,4715,5560,2357,3203,4697,1837,2860,39.1,37.7,40.5
60053,61824,66727,0.9139391,TX,"Dallas-Fort Worth-Arlington, TX",137,Dallas-Fort Worth-Arlington,-97.11,32.67,7759615,3838383,3921232,495281,253017,242264,1003258,512350,490908,470612,239860,230752,707450,354755,352695,6022721,2951146,3071575,5790464,2833156,2957308,3315246,1652894,1662352,2257480,1119905,1137575,1905034,947064,957970,920500,411432,509068,495281,253017,242264,541972,276802,265170,581582,297174,284408,554527,281760,272767,503239,251229,252010,562947,280544,282403,578070,285782,292288,572558,284526,288032,543905,269053,274852,510708,251871,258837,500744,250970,249774,471644,235870,235774,421938,208353,213585,327928,154457,173471,255868,116735,139133,159841,70987,88854,95139,39811,55328,81724,29442,52282,35.5,34.9,36.2
38282,41636,44668,0.85193793,GA,"Dalton, GA",2,Dalton,-84.96,34.8,142799,71306,71493,8747,4526,4221,17855,9130,8725,9076,4624,4452,13252,6792,6460,111646,55333,56313,107121,53026,54095,56648,28814,27834,36601,18575,18026,36176,18113,18063,21092,9546,11546,8747,4526,4221,9408,4762,4646,10728,5545,5183,10533,5384,5149,9514,4855,4659,9281,4771,4510,9323,4775,4548,8995,4494,4501,9002,4535,4467,9015,4473,4542,9646,4876,4770,9284,4639,4645,8231,4125,4106,6768,3215,3553,5816,2724,3092,4036,1815,2221,2444,1064,1380,2028,728,1300,37.1,36.1,38.2
48380,51348,54659,0.8228005,AL,"Daphne-Fairhope-Foley, AL",2,Daphne-Fairhope-Foley,-87.68,30.38,239294,116422,122872,12252,6341,5911,25902,13259,12643,12620,6402,6218,16740,8303,8437,194732,93560,101172,188520,90420,98100,81341,40057,41284,55189,26988,28201,65215,31215,34000,51376,23914,27462,12252,6341,5911,13858,7114,6744,15252,7781,7471,14318,7202,7116,11834,5867,5967,12497,6252,6245,13724,6624,7100,14112,6930,7182,14856,7182,7674,14503,7059,7444,15809,7674,8135,16931,8054,8877,17972,8428,9544,16849,7855,8994,14850,7039,7811,9717,4626,5091,5728,2619,3109,4232,1775,2457,44,42.8,45
48913,52599,55572,0.8750876,OH,"Dayton-Kettering, OH",11,Dayton-Kettering,-84.12,39.7,813516,397339,416177,46910,23990,22920,90235,46211,44024,41393,21260,20133,76660,38608,38052,655659,316415,339244,634978,305878,329100,314953,157577,157376,207349,103126,104223,201662,98419,103243,149307,65725,83582,46910,23990,22920,49781,25442,24339,50903,26186,24717,53002,26986,26016,54602,27465,27137,54079,27146,26933,54648,27128,27520,51135,25456,25679,47487,23396,24091,44025,21588,22437,49527,24276,25251,53312,26174,27138,54798,26381,28417,47967,22557,25410,40989,18584,22405,26022,11603,14419,17254,7052,10202,17075,5929,11146,39.2,37.8,40.6
39731,42940,46533,0.8963209,AL,"Decatur, AL",2,Decatur,-86.96,34.59,156758,77394,79364,9150,4649,4501,18092,9258,8834,8608,4470,4138,12054,6245,5809,125201,61231,63970,120908,59017,61891,56381,28550,27831,37898,18966,18932,42336,21065,21271,28620,12741,15879,9150,4649,4501,9572,4907,4665,10699,5482,5217,9806,5123,4683,8677,4461,4216,9333,4660,4673,9557,4808,4749,9398,4650,4748,9610,4848,4762,9488,4821,4667,10592,5227,5365,11483,5720,5763,10773,5297,5476,9286,4362,4924,7852,3549,4303,5408,2403,3005,3500,1515,1985,2574,912,1662,41.1,40,42.4
47492,51804,56548,0.910390175,IL,"Decatur, IL",2,Decatur,-88.96,39.89,102432,49242,53190,6196,3179,3017,11489,5916,5573,5326,2690,2636,8821,4297,4524,82054,38776,43278,79421,37457,41964,36776,17712,19064,24006,11435,12571,25309,12303,13006,21285,9422,11863,6196,3179,3017,6296,3270,3026,6570,3356,3214,6603,3317,3286,6167,2960,3207,6033,2857,3176,6083,2920,3163,5822,2774,3048,6068,2884,3184,5814,2791,3023,5726,2847,2879,6594,3186,3408,7175,3479,3696,6697,3124,3573,5739,2692,3047,3632,1643,1989,2507,1077,1430,2710,886,1824,41.2,40,42.3
47312,49310,53559,0.89779128,FL,"Deltona-Daytona Beach-Ormond Beach, FL",6,Deltona-Daytona Beach-Ormond Beach,-81.04,29.29,685344,335093,350251,29671,15107,14564,60658,30802,29856,28835,14851,13984,51028,26562,24466,580421,281710,298711,566180,274333,291847,222583,113191,109392,150088,75534,74554,186117,88998,97119,178947,83239,95708,29671,15107,14564,32765,16472,16293,35261,18086,17175,36310,19058,17252,36185,18599,17586,36914,18851,18063,39559,19880,19679,37236,18739,18497,36379,18064,18315,36884,18001,18883,43117,20997,22120,50335,23896,26439,55781,26104,29677,53911,25328,28583,50083,23820,26263,34134,16246,17888,21893,10034,11859,18926,7811,11115,48.1,46.4,49.7
68591,71728,78150,0.762039095,CO,"Denver-Aurora-Lakewood, CO",113,Denver-Aurora-Lakewood,-105.1,39.74,2972566,1497690,1474876,162577,83024,79553,321508,164623,156885,154232,78994,75238,237640,121317,116323,2411099,1210284,1200815,2334249,1171049,1163200,1313345,675766,637579,960449,495495,464954,727163,367823,359340,408997,186414,222583,162577,83024,79553,172809,88200,84609,187675,96463,91212,181325,93500,87825,171571,86771,84800,240798,122992,117806,260465,135014,125451,244060,126834,117226,215126,110655,104471,191493,98709,92784,187929,96423,91506,176636,88736,87900,171105,83955,87150,144227,68976,75251,116563,54661,61902,69113,31386,37727,41319,17501,23818,37775,13890,23885,37.2,36.6,37.8
42868,45839,49343,0.93101855,AL,"Dothan, AL",1,Dothan,-85.45,31.27,151618,73183,78435,8873,4556,4317,16920,8737,8183,8166,4290,3876,11389,5731,5658,121686,57723,63963,117659,55600,62059,54536,26706,27830,37107,17784,19323,39552,19021,20531,29611,13064,16547,8873,4556,4317,9083,4740,4343,9963,5096,4867,9220,4856,4364,8209,4066,4143,9026,4429,4597,9435,4406,5029,9378,4461,4917,9268,4488,4780,9207,4383,4824,9771,4803,4968,10260,4957,5303,10314,4878,5436,9446,4414,5032,8206,3820,4386,5591,2492,3099,3431,1383,2048,2937,955,1982,41.4,40,42.8
44490,46542,50432,0.90626333,DE,"Dover, DE",2,Dover,-75.51,39.16,184149,88974,95175,10775,5556,5219,21574,11098,10476,9767,4853,4914,17749,8868,8881,146854,69848,77006,142033,67467,74566,71934,35400,36534,46865,22904,23961,44386,20928,23458,33033,14767,18266,10775,5556,5219,11851,6086,5765,12170,6237,5933,12624,6242,6382,12445,6254,6191,11904,6006,5898,12435,6127,6308,11728,5651,6077,10798,5120,5678,9774,4555,5219,10693,5136,5557,12065,5688,6377,11854,5549,6305,10515,4814,5701,9229,4229,5000,6433,2874,3559,3888,1678,2210,2968,1172,1796,38.3,36.7,39.8
50370,53684,56782,0.910390175,IA,"Dubuque, IA",3,Dubuque,-90.74,42.52,98718,48969,49749,5891,2941,2950,11359,5794,5565,5142,2597,2545,9752,5013,4739,78897,38941,39956,76326,37637,38689,37830,19334,18496,24267,12391,11876,23864,12032,11832,18443,8201,10242,5891,2941,2950,6229,3173,3056,6461,3288,3173,6802,3473,3329,6761,3470,3291,6483,3351,3132,6117,3116,3001,6144,3142,3002,5523,2782,2741,4925,2492,2433,5754,2935,2819,6491,3252,3239,6694,3353,3341,6009,2929,3080,4825,2291,2534,2956,1303,1653,2286,920,1366,2367,758,1609,38.8,37.7,39.9
47006,50062,53734,0.89779128,MNWI,"Duluth, MN-WI",5,Duluth,-92.17,46.81,290780,147404,143376,13926,7141,6785,28584,14734,13850,13862,7180,6682,31734,16159,15575,241293,121946,119347,234408,118349,116059,111204,57700,53504,69123,36158,32965,74129,37712,36417,59422,28320,31102,13926,7141,6785,15262,7883,7379,16837,8648,8189,19538,10017,9521,22543,11525,11018,16841,8722,8119,16783,8849,7934,17944,9370,8574,17555,9217,8338,15456,8082,7374,16897,8774,8123,19606,9796,9810,22170,11060,11110,20643,10480,10163,16213,8224,7989,9711,4657,5054,6311,2703,3608,6544,2256,4288,41.5,40.8,42.4
55548,58491,63375,0.867928865,NC,"Durham-Chapel Hill, NC",22,Durham-Chapel Hill,-79.05,35.9,654012,315056,338956,33678,17155,16523,64320,32674,31646,30455,15546,14909,73017,34829,38188,540636,257383,283253,525559,249681,275878,275150,134138,141012,179468,87757,91711,164023,79090,84933,109051,48005,61046,33678,17155,16523,34910,17650,17260,37200,19018,18182,46464,22842,23622,49218,23539,25679,46953,22658,24295,48385,23787,24598,42865,21073,21792,41265,20239,21026,39695,19407,20288,41768,20550,21218,41592,20010,21582,40968,19123,21845,36725,16770,19955,30881,13935,16946,19391,8679,10712,11447,4825,6622,10607,3796,6811,38.5,37.5,39.4
48595,51626,54814,0.8228005,WI,"Eau Claire, WI",3,Eau Claire,-91.43,44.78,173317,87937,85380,9102,4643,4459,18145,9332,8813,8673,4532,4141,21585,10478,11107,141652,71643,70009,137397,69430,67967,72630,37602,35028,44604,23766,20838,41220,21185,20035,29988,14001,15987,9102,4643,4459,9843,4998,4845,10534,5508,5026,12182,6043,6139,15844,7793,8051,11340,6024,5316,11078,5892,5186,11621,6186,5435,10565,5664,4901,9040,4738,4302,10012,5174,4838,10901,5647,5254,11267,5626,5641,9953,4866,5087,8577,4168,4409,5170,2483,2687,3180,1388,1792,3108,1096,2012,37.9,37.5,38.4
37904,45021,47653,0.890219135,CA,"El Centro, CA",4,El Centro,-115.57,32.82,179851,92642,87209,12840,6502,6338,26837,13717,13120,11520,5715,5805,17709,9633,8076,134357,69556,64801,128654,66708,61946,75717,41449,34268,49419,27532,21887,37493,18718,18775,24033,10825,13208,12840,6502,6338,15096,7650,7446,14672,7498,7174,13724,6981,6743,12574,6936,5638,13151,7308,5843,13338,7594,5744,12205,6786,5419,10725,5844,4881,9579,4924,4655,9685,4880,4805,9326,4554,4772,8903,4360,4543,7799,3675,4124,6240,2897,3343,4199,1864,2335,2891,1213,1678,2904,1176,1728,32.9,32.2,33.8
43113,46540,50016,0.91402675,KY,"Elizabethtown-Fort Knox, KY",2,Elizabethtown-Fort Knox,-85.95,37.88,156766,78771,77995,9489,4827,4662,19335,9930,9405,8889,4568,4321,13360,7488,5872,123419,61678,61741,119053,59446,59607,61831,32085,29746,41878,21218,20660,40038,19982,20056,23777,10758,13019,9489,4827,4662,10562,5429,5133,11069,5690,5379,10087,5349,4738,9866,5518,4348,10098,5313,4785,10486,5249,5237,10869,5384,5485,10425,5272,5153,9551,4879,4672,9700,4859,4841,10681,5317,5364,10106,4927,5179,8344,3989,4355,6441,3063,3378,4111,1787,2324,2629,1082,1547,2252,837,1415,38.1,36.9,39.3
45873,49321,55007,0.81999985,IN,"Elkhart-Goshen, IN",11,Elkhart-Goshen,-85.86,41.6,206921,102882,104039,15121,7744,7377,28079,14255,13824,13453,6789,6664,18798,9721,9077,156867,77414,79453,150268,74094,76174,80378,40760,39618,51626,26004,25622,48284,24249,24035,31560,14120,17440,15121,7744,7377,15318,7714,7604,16260,8295,7965,15163,7748,7415,13589,7008,6581,13426,6841,6585,13112,6561,6551,12606,6376,6230,12482,6226,6256,11816,5893,5923,12350,6259,6091,12404,6291,6113,11714,5806,5908,10222,4923,5299,8498,3904,4594,5569,2537,3032,3655,1539,2116,3616,1217,2399,35.6,34.6,36.6
45402,49108,52360,0.856467605,NY,"Elmira, NY",1,Elmira,-76.82,42.1,83045,41441,41604,4355,2235,2120,8952,4541,4411,4195,2131,2064,6716,3448,3268,67605,33593,34012,65543,32534,33009,30222,15721,14501,20398,10685,9713,21963,10983,10980,16466,7418,9048,4355,2235,2120,4908,2444,2464,5131,2640,2491,4965,2505,2460,4859,2531,2328,4920,2633,2287,5257,2796,2461,5199,2672,2527,5022,2584,2438,4712,2473,2239,5266,2658,2608,5898,2905,2993,6087,2947,3140,5377,2629,2748,4502,2097,2405,2799,1243,1556,1849,749,1100,1939,700,1239,41.8,40.5,43.3
37883,40763,44058,0.85193793,TX,"El Paso, TX",21,El Paso,-106.3,31.72,871234,433945,437289,59131,30133,28998,117929,60051,57878,53353,27139,26214,95693,51308,44385,667458,330157,337301,640821,316622,324199,379688,198342,181346,244063,126722,117341,189759,90388,99371,111306,48204,63102,59131,30133,28998,65473,33458,32015,65877,33420,32457,65793,33993,31800,69832,37627,32205,69052,36418,32634,63452,33157,30295,59480,30819,28661,52079,26328,25751,51345,24985,26360,47770,22929,24841,46474,22057,24417,44170,20417,23753,36889,16844,20045,29274,13304,15970,19281,8341,10940,13207,5260,7947,12655,4455,8200,33.1,31.7,34.7
43701,44850,48861,0.894352185,OK,"Enid, OK",1,Enid,-97.91,36.39,61926,31239,30687,4143,2120,2023,8188,4122,4066,3752,1927,1825,5320,2901,2419,47669,24008,23661,45843,23070,22773,24351,12748,11603,16258,8414,7844,13969,7122,6847,10296,4633,5663,4143,2120,2023,4483,2280,2203,4684,2336,2348,4189,2173,2016,3904,2161,1743,4096,2181,1915,4056,2094,1962,4237,2183,2054,3869,1956,1913,3057,1604,1453,3293,1679,1614,3788,1953,1835,3831,1886,1945,3296,1612,1684,2671,1252,1419,1787,786,1001,1278,509,769,1264,474,790,36.7,35.6,37.8
45883,49969,52747,0.856467605,PA,"Erie, PA",6,Erie,-80.1,42.07,269011,133854,135157,14089,7203,6886,28579,14634,13945,13840,7094,6746,25952,13304,12648,219382,108453,110929,212503,104923,107580,102731,52489,50242,66480,33925,32555,68677,34280,34397,51394,23414,27980,14089,7203,6886,15451,7906,7545,16669,8562,8107,18680,9493,9187,17571,9071,8500,16420,8549,7871,18007,9159,8848,16573,8380,8193,15480,7837,7643,14707,7397,7310,16941,8511,8430,17730,8803,8927,19299,9569,9730,17529,8532,8997,13857,6593,7264,8519,3877,4642,5624,2372,3252,5865,2040,3825,40.3,39.2,41.5
46752,51272,55146,0.8750876,OR,"Eugene-Springfield, OR",20,Eugene-Springfield,-123.02,44.06,383189,188973,194216,16620,8514,8106,35381,18309,17072,16641,8509,8132,46450,22898,23552,322848,157935,164913,314547,153641,160906,157797,79555,78242,98943,50282,48661,90593,44398,46195,78561,36063,42498,16620,8514,8106,19200,9958,9242,20418,10485,9933,24301,12236,12065,34553,17037,17516,25672,13198,12474,24747,12589,12158,24176,12216,11960,24348,12279,12069,21099,10633,10466,21577,10900,10677,22705,10973,11732,25212,11892,13320,25975,12115,13860,23013,10898,12115,13862,6457,7405,8390,3754,4636,7321,2839,4482,40.4,39.3,41.4
49485,52939,56650,0.910390175,INKY,"Evansville, IN-KY",6,Evansville,-87.57,38.02,313946,154059,159887,17551,9116,8435,35479,18081,17398,16697,8403,8294,27260,13561,13699,252478,122652,129826,244219,118459,125760,120088,59992,60096,80417,40188,40229,79819,39383,40436,56723,25327,31396,17551,9116,8435,19108,9778,9330,20657,10463,10194,20290,10149,10141,19381,9655,9726,20223,10182,10041,20645,10189,10456,20127,10004,10123,19422,9813,9609,17950,8993,8957,18957,9498,9459,20693,10077,10616,22219,10815,11404,19388,9321,10067,15268,7121,8147,9569,4240,5329,6349,2594,3755,6149,2051,4098,39.8,38.8,40.7
59011,61856,65314,0.90494435,AK,"Fairbanks, AK",5,Fairbanks,-147.81,64.84,95593,51753,43840,6635,3400,3235,11422,5911,5511,4449,2263,2186,12085,7617,4468,75265,41273,33992,73087,40179,32908,45735,26046,19689,30396,16795,13601,19240,9960,9280,11366,5807,5559,6635,3400,3235,6488,3322,3166,6129,3218,2911,5672,2992,2680,9667,6259,3408,9258,5360,3898,8118,4351,3767,7347,3997,3350,5673,3087,2586,4687,2455,2232,4615,2434,2181,4975,2523,2452,4963,2548,2415,4465,2280,2185,3360,1814,1546,1892,984,908,971,472,499,678,257,421,32.4,31.5,33.4
54323,58002,62021,0.91876563,NDMN,"Fargo, ND-MN",3,Fargo,-96.82,46.83,252136,127393,124743,16385,8479,7906,29976,15361,14615,12349,6301,6048,34483,16911,17572,199444,100265,99179,193426,97252,96174,118500,60594,57906,74890,39060,35830,51168,26161,25007,32885,15120,17765,16385,8479,7906,16978,8690,8288,16220,8349,7871,17737,8811,8926,25873,12723,13150,20069,10236,9833,19528,10263,9265,18811,9886,8925,16482,8675,7807,12993,6835,6158,12731,6607,6124,12722,6490,6232,12722,6229,6493,11322,5530,5792,8644,4236,4408,5214,2419,2795,3486,1456,2030,4219,1479,2740,33.2,33.1,33.4
36599,38835,41735,0.906660425,NM,"Farmington, NM",3,Farmington,-108.16,36.75,120993,59920,61073,7041,3478,3563,15994,8132,7862,7895,3975,3920,10344,5269,5075,93925,46285,47640,90063,44335,45728,47940,24287,23653,31736,16071,15665,28469,14128,14341,19514,8867,10647,7041,3478,3563,8456,4312,4144,9573,4848,4725,9023,4554,4469,7181,3662,3519,7523,3811,3712,8205,4150,4055,8237,4190,4047,7771,3920,3851,6549,3258,3291,6546,3197,3349,7378,3641,3737,7996,4032,3964,6748,3296,3452,5332,2496,2836,3205,1405,1800,2211,939,1272,2018,731,1287,37.1,36.4,37.9
38364,41563,45542,0.87811727,NC,"Fayetteville, NC",7,Fayetteville,-78.96,35.07,524588,260112,264476,38289,19552,18737,67231,34159,33072,27737,14056,13681,58805,33241,25564,404810,199158,205652,391331,192345,198986,233090,121053,112037,153856,77459,76397,112430,53101,59329,66240,28544,37696,38289,19552,18737,37710,19220,18490,36829,18642,18187,35204,18516,16688,44030,25078,18952,44346,23511,20835,41441,20812,20629,36652,18037,18615,31417,15099,16318,27846,13232,14614,28109,13375,14734,28949,13539,15410,27526,12955,14571,23016,10460,12556,18355,8285,10070,11452,4880,6572,7424,2912,4512,5993,2007,3986,33,31.2,34.9
64552,66213,70594,0.86080965,AR,"Fayetteville-Springdale-Rogers, AR",9,Fayetteville-Springdale-Rogers,-94.18,36.33,560709,281223,279486,36193,18619,17574,70505,36140,34365,32475,16716,15759,60663,30687,29976,437395,217924,219471,421536,209748,211788,246648,125968,120680,161916,82882,79034,124963,62679,62284,73994,33500,40494,36193,18619,17574,38300,19761,18539,40611,20696,19915,41111,20888,20223,43621,22198,21423,41016,20853,20163,41467,21140,20327,41005,21200,19805,38428,19689,18739,33163,16792,16371,32033,16305,15728,30905,15467,15438,28862,14115,14747,24726,11728,12998,20457,9485,10972,13287,6011,7276,8196,3496,4700,7328,2780,4548,34.8,34.1,35.4
