2019,2020,2021,prediction_mean,State/Province_x,City_State,Count,City,Longitude,Latitude,POPESTIMATE,POPEST_MALE,POPEST_FEMALE,UNDER5_TOTAL,UNDER5_MALE,UNDER5_FEMALE,AGE513_TOTAL,AGE513_MALE,AGE513_FEMALE,AGE1417_TOTAL,AGE1417_MALE,AGE1417_FEMALE,AGE1824_TOTAL,AGE1824_MALE,AGE1824_FEMALE,AGE16PLUS_TOTAL,AGE16PLUS_MALE,AGE16PLUS_FEMALE,AGE18PLUS_TOTAL,AGE18PLUS_MALE,AGE18PLUS_FEMALE,AGE1544_TOTAL,AGE1544_MALE,AGE1544_FEMALE,AGE2544_TOTAL,AGE2544_MALE,AGE2544_FEMALE,AGE4564_TOTAL,AGE4564_MALE,AGE4564_FEMALE,AGE65PLUS_TOTAL,AGE65PLUS_MALE,AGE65PLUS_FEMALE,AGE04_TOTAL,AGE04_MALE,AGE04_FEMALE,AGE59_TOTAL,AGE59_MALE,AGE59_FEMALE,AGE1014_TOTAL,AGE1014_MALE,AGE1014_FEMALE,AGE1519_TOTAL,AGE1519_MALE,AGE1519_FEMALE,AGE2024_TOTAL,AGE2024_MALE,AGE2024_FEMALE,AGE2529_TOTAL,AGE2529_MALE,AGE2529_FEMALE,AGE3034_TOTAL,AGE3034_MALE,AGE3034_FEMALE,AGE3539_TOTAL,AGE3539_MALE,AGE3539_FEMALE,AGE4044_TOTAL,AGE4044_MALE,AGE4044_FEMALE,AGE4549_TOTAL,AGE4549_MALE,AGE4549_FEMALE,AGE5054_TOTAL,AGE5054_MALE,AGE5054_FEMALE,AGE5559_TOTAL,AGE5559_MALE,AGE5559_FEMALE,AGE6064_TOTAL,AGE6064_MALE,AGE6064_FEMALE,AGE6569_TOTAL,AGE6569_MALE,AGE6569_FEMALE,AGE7074_TOTAL,AGE7074_MALE,AGE7074_FEMALE,AGE7579_TOTAL,AGE7579_MALE,AGE7579_FEMALE,AGE8084_TOTAL,AGE8084_MALE,AGE8084_FEMALE,AGE85PLUS_TOTAL,AGE85PLUS_MALE,AGE85PLUS_FEMALE,MEDIAN_AGE_TOTAL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE
49454,54008,56914,0.910390175,AZ,"Flagstaff, AZ",10,Flagstaff,-111.62,35.22,145052,71704,73348,7047,3601,3446,14829,7620,7209,7033,3592,3441,28506,12964,15542,119646,58677,60969,116143,56891,59252,70514,34543,35971,36775,18904,17871,30472,15239,15233,20390,9784,10606,7047,3601,3446,7989,4076,3913,8640,4461,4179,14169,6578,7591,19570,9061,10509,10609,5513,5096,9574,4940,4634,8686,4491,4195,7906,3960,3946,7218,3786,3432,7168,3616,3552,7647,3809,3838,8439,4028,4411,7649,3726,3923,5793,2949,2844,3309,1543,1766,2020,905,1115,1619,661,958,32.2,32.4,32
42141,46371,49399,0.91402675,MI,"Flint, MI",2,Flint,-83.64,43.02,404208,195908,208300,22861,11658,11203,45596,23365,22231,21842,11199,10643,33590,17131,16459,324813,155248,169565,313909,149686,164223,148758,73441,75317,98838,47960,50878,107731,51965,55766,73750,32630,41120,22861,11658,11203,24611,12581,12030,26497,13633,12864,25438,13131,12307,24482,12350,12132,26508,13055,13453,25061,12143,12918,22999,11110,11889,24270,11652,12618,23971,11576,12395,26696,13025,13671,28211,13639,14572,28853,13725,15128,24828,11593,13235,20033,9132,10901,13048,5866,7182,8060,3299,4761,7781,2740,5041,40.7,39.2,42
43528,46546,50386,0.86690553,SC,"Florence, SC",3,Florence,-79.83,34.19,199259,93818,105441,11517,5935,5582,23448,11822,11626,11226,5690,5536,17154,8246,8908,158616,73176,85440,153068,70371,82697,73857,35196,38661,48352,22720,25632,50874,23612,27262,36688,15793,20895,11517,5935,5582,12532,6307,6225,13791,6975,6816,13061,6576,6485,12444,5900,6544,12265,5776,6489,12460,5846,6614,11513,5401,6112,12114,5697,6417,11992,5441,6551,12690,6027,6663,13320,6195,7125,12872,5949,6923,12165,5532,6633,10501,4765,5736,6694,2863,3831,4040,1596,2444,3288,1037,2251,40,38.4,41.5
37609,40238,43362,0.92631785,AL,"Tuscaloosa, AL",4,Tuscaloosa,-87.55,33.21,268191,129463,138728,15192,7762,7430,28967,14702,14265,12591,6402,6189,39233,19127,20106,217634,103744,113890,211441,100597,110844,118288,57784,60504,69718,33916,35802,61666,29609,32057,40824,17945,22879,15192,7762,7430,16016,8169,7847,16205,8194,8011,21155,10368,10787,27415,13500,13915,18486,9022,9464,18910,9270,9640,16284,7924,8360,16038,7700,8338,15178,7224,7954,15140,7331,7809,15681,7555,8126,15667,7499,8168,14376,6731,7645,11344,5199,6145,6864,2984,3880,4294,1794,2500,3946,1237,2709,35.2,34.1,36.4
39548,41864,45134,0.87811727,AROK,"Fort Smith, AR-OK",1,Fort Smith,-94.36,35.36,245459,121239,124220,15306,7840,7466,29328,14903,14425,13958,7118,6840,20574,10575,9999,193746,94916,98830,186867,91378,95489,92049,46352,45697,61076,30462,30614,62352,31038,31314,42865,19303,23562,15306,7840,7466,16001,8124,7877,16886,8582,8304,16080,8283,7797,14893,7607,7286,15638,7847,7791,15611,7807,7804,15073,7498,7575,14754,7310,7444,14616,7271,7345,15377,7645,7732,16443,8233,8210,15916,7889,8027,13950,6653,7297,11701,5450,6251,7817,3437,4380,5006,2193,2813,4391,1570,2821,39.1,38,40.1
47392,50602,54623,0.8228005,IN,"Fort Wayne, IN",16,Fort Wayne,-85.14,41.18,423038,208764,214274,28361,14555,13806,54024,27754,26270,24708,12644,12064,37498,18811,18687,328139,160057,168082,315945,153811,162134,168380,84025,84355,112478,55783,56695,100417,49816,50601,65552,29401,36151,28361,14555,13806,29550,15267,14283,30778,15700,15078,28651,14681,13970,27251,13561,13690,30242,15107,15135,28845,14193,14652,27384,13566,13818,26007,12917,13090,24329,12225,12104,25328,12716,12612,25249,12556,12693,25511,12319,13192,22636,10865,11771,18078,8373,9705,11282,5043,6239,6735,2830,3905,6821,2290,4531,36.4,35.5,37.4
42987,48312,51422,0.8545845,CA,"Fresno, CA",36,Fresno,-119.79,36.78,1013581,508597,504984,71882,36738,35144,147995,75644,72351,65675,33713,31962,97075,49275,47800,760074,378883,381191,728029,362502,365527,432907,220990,211917,287223,146808,140415,215946,108466,107480,127785,57953,69832,71882,36738,35144,80672,41260,39412,84389,43190,41199,76610,39172,37438,69074,35010,34064,74966,38231,36735,77313,39503,37810,70974,36528,34446,63970,32546,31424,56202,28666,27536,54848,27824,27024,54051,26944,27107,50845,25032,25813,42698,20409,22289,34735,16255,18480,22325,10181,12144,14215,6034,8181,13812,5074,8738,33.1,32.5,33.7
37407,39795,42558,0.907833565,AL,"Gadsden, AL",1,Gadsden,-86.08,33.99,103162,50255,52907,5951,3061,2890,11145,5859,5286,5240,2707,2533,8263,4224,4039,83423,39993,43430,80826,38628,42198,37130,18324,18806,24953,12065,12888,27653,13559,14094,19957,8780,11177,5951,3061,2890,6052,3178,2874,6419,3353,3066,6134,3200,2934,6043,3059,2984,6386,3163,3223,6273,2995,3278,6106,2957,3149,6188,2950,3238,6588,3248,3340,7082,3523,3559,6815,3328,3487,7168,3460,3708,6460,3008,3452,5921,2708,3213,3630,1579,2051,2265,913,1352,1681,572,1109,41.8,40.3,43.2
44323,47251,50623,0.86690553,FL,"Gainesville, FL",13,Gainesville,-82.32,29.65,341756,166174,175582,16679,8517,8162,32311,16485,15826,14119,7113,7006,60458,29406,31052,285631,137553,148078,278647,134059,144588,158578,78067,80511,87674,43407,44267,72964,35132,37832,57551,26114,31437,16679,8517,8162,17862,9068,8794,18122,9276,8846,25995,12615,13380,44909,22045,22864,24914,12458,12456,23422,11558,11864,20480,10128,10352,18858,9263,9595,16799,8314,8485,17408,8578,8830,18796,9011,9785,19961,9229,10732,18750,8733,10017,16252,7506,8746,10579,4953,5626,6352,2771,3581,5618,2151,3467,34.8,33.9,35.7
47263,49925,53920,0.89779128,GA,"Gainesville, GA",3,Gainesville,-83.87,34.37,207369,103688,103681,12585,6402,6183,24901,12850,12051,12679,6651,6028,19169,9645,9524,163573,81099,82474,157204,77785,79419,81100,41231,39869,52433,26598,25835,52729,26531,26198,32873,15011,17862,12585,6402,6183,13251,6740,6511,14831,7773,7058,14844,7694,7150,13823,6939,6884,13428,6791,6637,13224,6785,6439,12857,6551,6306,12924,6471,6453,13049,6587,6462,14116,7184,6932,13624,6937,6687,11940,5823,6117,10439,4978,5461,9199,4272,4927,6286,2892,3394,3827,1654,2173,3122,1215,1907,38,37.1,39
49380,52801,55752,0.8750876,PA,"Gettysburg, PA",1,Gettysburg,-77.2,39.84,104127,51577,52550,4810,2446,2364,10527,5397,5130,5224,2671,2553,9454,4772,4682,86184,42399,43785,83566,41063,42503,36114,18318,17796,22764,11548,11216,28958,14399,14559,22390,10344,12046,4810,2446,2364,5640,2876,2764,6215,3194,3021,6842,3495,3347,6508,3275,3233,5511,2798,2713,5901,2969,2932,5750,2916,2834,5602,2865,2737,5754,2858,2896,7159,3583,3576,7984,3954,4030,8061,4004,4057,7345,3590,3755,6173,2925,3248,3945,1816,2129,2527,1106,1421,2400,907,1493,44.4,43.2,45.6
42187,45415,49881,0.91402675,NC,"Goldsboro, NC",3,Goldsboro,-77.94,35.38,116835,57367,59468,7457,3751,3706,14016,7123,6893,6403,3268,3135,11256,6086,5170,92116,44799,47317,88959,43225,45734,45217,23111,22106,29186,14616,14570,28516,13759,14757,20001,8764,11237,7457,3751,3706,7750,3912,3838,7894,4070,3824,7725,3953,3772,8306,4542,3764,8060,4200,3860,7667,3814,3853,6952,3432,3520,6507,3170,3337,6535,3102,3433,6967,3365,3602,7571,3792,3779,7443,3500,3943,6776,3152,3624,5542,2527,3015,3502,1464,2038,2286,933,1353,1895,688,1207,37.5,35.6,39.4
44417,48123,52472,0.856467605,NE,"Grand Island, NE",1,Grand Island,-98.38,40.92,76175,38705,37470,5308,2735,2573,10259,5323,4936,4751,2470,2281,6005,3111,2894,58206,29406,28800,55857,28177,27680,28497,14746,13751,18956,9797,9159,18315,9425,8890,12581,5844,6737,5308,2735,2573,5628,2905,2723,5846,3050,2796,5379,2833,2546,4162,2116,2046,4614,2392,2222,4707,2466,2241,4953,2528,2425,4682,2411,2271,4320,2238,2082,4372,2272,2100,4879,2486,2393,4744,2429,2315,4092,1982,2110,3311,1582,1729,2227,1075,1152,1485,633,852,1466,572,894,37.5,36.7,38.3
46318,48884,52121,0.85620787,CO,"Grand Junction, CO",14,Grand Junction,-108.59,39.08,157335,78122,79213,8080,4113,3967,16768,8555,8213,7996,4106,3890,13585,6973,6612,128470,63421,65049,124491,61348,63143,60238,30776,29462,40691,20738,19953,37979,18630,19349,32236,15007,17229,8080,4113,3967,9005,4557,4448,9797,5039,4758,10485,5440,5045,9062,4598,4464,9902,5074,4828,10397,5196,5201,10495,5448,5047,9897,5020,4877,8407,4282,4125,8495,4284,4211,9753,4655,5098,11324,5409,5915,10788,5126,5662,8992,4327,4665,5602,2653,2949,3530,1568,1962,3324,1333,1991,40.7,39.6,41.8
50762,54794,57667,0.890290915,MI,"Grand Rapids-Kentwood, MI",25,Grand Rapids-Kentwood,-85.63,42.85,1091620,546804,544816,65104,33255,31849,129920,66972,62948,60405,31008,29397,110028,55336,54692,866186,430919,435267,836191,415569,420622,455300,231845,223455,300289,153443,146846,259724,130741,128983,166150,76049,90101,65104,33255,31849,71004,36519,34485,74338,38395,35943,76473,38564,37909,78538,39838,38700,79814,41072,38742,78637,39985,38652,73843,37648,36195,67995,34738,33257,60367,30789,29578,64821,32932,31889,67580,33856,33724,66956,33164,33792,57426,27804,29622,44985,21249,23736,28167,12786,15381,18180,7831,10349,17392,6379,11013,36.5,35.8,37.2
44048,49062,54466,0.8228005,OR,"Grants Pass, OR",3,Grants Pass,-123.32,42.43,88346,43264,45082,4134,2125,2009,8780,4436,4344,4234,2249,1985,5490,2873,2617,73311,35583,37728,71198,34454,36744,28324,14454,13870,19664,9892,9772,22636,10882,11754,23408,10807,12601,4134,2125,2009,4732,2374,2358,5112,2622,2490,4698,2507,2191,3962,2055,1907,4789,2446,2343,5104,2558,2546,4871,2480,2391,4900,2408,2492,4557,2300,2257,5084,2467,2617,5917,2818,3099,7078,3297,3781,7124,3291,3833,6695,3178,3517,4520,2096,2424,2720,1263,1457,2349,979,1370,47.1,45.1,49.1
46856,50228,53584,0.89779128,IA,"Cedar Falls, IA",3,Cedar Falls,-92.44,42.51,167796,82964,84832,9972,5123,4849,18711,9524,9187,8548,4352,4196,22320,10720,11600,134767,66099,68668,130565,63965,66600,69418,34782,34636,40743,20836,19907,37349,18667,18682,30153,13742,16411,9972,5123,4849,10325,5264,5061,10579,5386,5193,11816,5733,6083,16859,8213,8646,10678,5491,5187,9971,5115,4856,10253,5189,5064,9841,5041,4800,8508,4337,4171,8999,4597,4402,9541,4720,4821,10301,5013,5288,9900,4826,5074,8026,3808,4218,5017,2322,2695,3568,1528,2040,3642,1258,2384,36.8,36.1,37.6
50117,52354,56553,0.909668925,CO,"Greeley, CO",8,Greeley,-104.75,40.39,340036,172812,167224,23050,11720,11330,44287,22760,21527,19976,10259,9717,30457,15167,15290,262559,133105,129454,252723,128073,124650,146542,75436,71106,101232,52667,48565,78048,40036,38012,42986,20203,22783,23050,11720,11330,24305,12362,11943,25105,13055,12050,24588,12323,12265,20722,10446,10276,23898,12199,11699,27474,14199,13275,26713,14108,12605,23147,12161,10986,20647,10844,9803,20032,10326,9706,18821,9560,9261,18548,9306,9242,15575,7591,7984,11870,5702,6168,7359,3430,3929,4366,1988,2378,3816,1492,2324,35.2,35,35.3
44799,47770,51872,0.85620787,NC,"Greensboro-High Point, NC",23,Greensboro-High Point,-80.02,35.98,778848,374171,404677,42944,21912,21032,86572,43997,42575,41315,20983,20332,77074,36954,40120,628625,297652,330973,608017,287279,320738,303033,146037,156996,195075,93460,101615,203923,98791,105132,131945,58074,73871,42944,21912,21032,46711,23731,22980,50292,25626,24666,56257,27464,28793,51701,25113,26588,50544,24643,25901,51051,24205,26846,46631,22227,24404,46849,22385,24464,47339,22686,24653,53408,26075,27333,52693,25610,27083,50483,24420,26063,43289,20239,23050,36521,16513,20008,23911,10494,13417,14843,6157,8686,13381,4671,8710,39.3,38.3,40.2
45951,49350,53200,0.89779128,NC,"Greenville, NC",9,Greenville,-77.37,35.61,172169,80963,91206,9595,4886,4709,18395,9411,8984,8630,4462,4168,29710,13604,16106,139811,64406,75405,135549,62204,73345,79838,37531,42307,43704,20615,23089,37533,17375,20158,24602,10610,13992,9595,4886,4709,9826,4994,4832,10775,5567,5208,14577,6964,7613,21557,9952,11605,12339,5813,6526,11218,5404,5814,10106,4698,5408,10041,4700,5341,9177,4267,4910,9506,4495,5011,9376,4307,5069,9474,4306,5168,8525,3812,4713,6973,3157,3816,4119,1845,2274,2609,1049,1560,2376,747,1629,33.1,32,34.3
46017,47924,50908,0.86690553,SC,"Greenville-Anderson, SC",14,Greenville-Anderson,-82.68,34.55,940774,458815,481959,53089,27363,25726,106145,54204,51941,49213,24876,24337,91463,46097,45366,756299,364475,391824,732327,352372,379955,368439,182372,186067,240604,117903,122701,238811,116329,122482,161449,72043,89406,53089,27363,25726,57125,29328,27797,61861,31380,30481,63182,31940,31242,64653,32529,32124,61338,30218,31120,62981,30710,32271,58769,28840,29929,57516,28135,29381,56157,27578,28579,60539,29774,30765,61973,30156,31817,60142,28821,31321,52550,24509,28041,45367,20928,24439,30014,13464,16550,18261,7771,10490,15257,5371,9886,38.9,37.8,40
38424,41852,44488,0.85193793,MS,"Gulfport-Biloxi, MS",4,Gulfport-Biloxi,-88.86,30.39,418082,205413,212669,24280,12514,11766,48455,24929,23526,23279,11926,11353,35551,18943,16608,333421,161837,171584,322068,156044,166024,160598,79809,80789,107845,52078,55767,108325,52802,55523,70347,32221,38126,24280,12514,11766,25822,13285,12537,28710,14782,13928,27543,14551,12992,25210,13180,12030,26778,13161,13617,27927,13373,14554,26813,12883,13930,26327,12661,13666,24578,11865,12713,26339,12913,13426,28556,13939,14617,28852,14085,14767,24203,11336,12867,20034,9516,10518,12565,5804,6761,7719,3366,4353,5826,2199,3627,39.2,38,40.3
40912,44234,47076,0.931236735,LA,"Hammond, LA",3,Hammond,-90.49,30.5,135217,65804,69413,9163,4603,4560,16697,8452,8245,7349,3828,3521,12930,6197,6733,105552,50742,54810,102008,48921,53087,55234,27203,28031,36917,18221,18696,31682,15250,16432,20479,9253,11226,9163,4603,4560,9385,4683,4702,9274,4812,4462,9327,4614,4713,8990,4368,4622,9520,4766,4754,9887,4783,5104,8908,4413,4495,8602,4259,4343,7395,3606,3789,7763,3759,4004,8221,3946,4275,8303,3939,4364,7347,3477,3870,5872,2720,3152,3558,1635,1923,2056,841,1215,1646,580,1066,36.1,35.3,37
53645,57640,60517,0.8701255,PA,"Harrisburg-Carlisle, PA",9,Harrisburg-Carlisle,-77.18,40.2,596305,295337,300968,33307,17091,16216,65501,33772,31729,29976,15276,14700,49675,25132,24543,482291,236685,245606,467521,229198,238323,227402,115364,112038,155474,78914,76560,152937,76169,76768,109435,48983,60452,33307,17091,16216,36016,18596,17420,37208,19134,18074,36918,18699,18219,35010,17751,17259,38417,19463,18954,40692,20731,19961,39607,20190,19417,36758,18530,18228,34695,17688,17007,38137,19328,18809,39760,19563,20197,40345,19590,20755,35692,17017,18675,30356,14275,16081,18978,8474,10504,12180,5065,7115,12229,4152,8077,40.1,39,41.3
40770,43425,47217,0.931236735,VA,"Harrisonburg, VA",6,Harrisonburg,-78.88,38.43,135824,66626,69198,7413,3794,3619,13632,6991,6641,6180,3135,3045,24052,11004,13048,111643,54230,57413,108599,52706,55893,61130,29824,31306,32485,16500,15985,30228,15183,15045,21834,10019,11815,7413,3794,3619,7499,3842,3657,7720,3964,3756,13009,5783,7226,15636,7541,8095,8275,4179,4096,8146,4132,4014,8200,4141,4059,7864,4048,3816,7078,3658,3420,7568,3835,3733,7896,3923,3973,7686,3767,3919,7027,3456,3571,5775,2779,2996,3792,1704,2088,2643,1142,1501,2597,938,1659,35.1,35.1,35.2
38676,41449,44538,0.85193793,MS,"Hattiesburg, MS",3,Hattiesburg,-89.33,31.33,173078,82879,90199,10844,5544,5300,20955,10657,10298,9607,4820,4787,18470,8569,9901,136263,64166,72097,131672,61858,69814,72196,34382,37814,46701,22288,24413,40455,19440,21015,26046,11561,14485,10844,5544,5300,11268,5745,5523,12269,6207,6062,11604,5669,5935,13891,6425,7466,12215,5874,6341,12000,5682,6318,11461,5420,6041,11025,5312,5713,9827,4787,5040,10135,4904,5231,10276,4899,5377,10217,4850,5367,8571,4080,4491,7093,3262,3831,4551,2005,2546,3103,1276,1827,2728,938,1790,36.1,35.3,36.8
41556,44678,48529,0.894352185,NC,"Morganton, NC",1,Morganton,-81.71,35.74,366441,182374,184067,18551,9390,9161,37269,19076,18193,18530,9568,8962,29096,15456,13640,301375,149158,152217,292091,144340,147751,129013,66405,62608,86057,43773,42284,104147,52178,51969,72791,32933,39858,18551,9390,9161,19996,10206,9790,21943,11262,10681,22170,11734,10436,20786,10898,9888,22334,11627,10707,22041,11061,10980,20365,10340,10025,21317,10745,10572,23117,11710,11407,26725,13429,13296,27758,13993,13765,26547,13046,13501,23258,11224,12034,20534,9583,10951,13600,6105,7495,8522,3599,4923,6877,2422,4455,43.5,42.2,44.9
59860,62682,66256,0.8888782,SC,"Hilton Head Island-Bluffton, SC",8,Hilton Head Island-Bluffton,-80.85,32.25,222072,109148,112924,10597,5451,5146,19859,10169,9690,9351,4759,4592,18939,10831,8108,186821,91062,95759,182265,88769,93496,72054,37497,34557,46209,23169,23040,55677,26074,29603,61440,28695,32745,10597,5451,5146,10688,5488,5200,11616,5943,5673,12616,6841,5775,13229,7487,5742,12253,6321,5932,11653,5834,5819,11327,5647,5680,10976,5367,5609,10907,5307,5600,12153,5815,6338,15004,6894,8110,17613,8058,9555,18372,8265,10107,18455,8679,9776,12484,6045,6439,6833,3347,3486,5296,2359,2937,47.8,45.2,50.2
35207,38128,41012,0.918649715,GA,"Hinesville, GA",1,Hinesville,-81.64,31.97,82863,41973,40890,7811,4075,3736,11479,5874,5605,4139,2017,2122,10018,5696,4322,61398,30950,30448,59434,30007,29427,38681,20376,18305,25652,13219,12433,15273,7242,8031,8491,3850,4641,7811,4075,3736,6733,3429,3304,5874,3001,2873,5110,2698,2412,7919,4459,3460,8321,4406,3915,7033,3606,3427,5679,2856,2823,4619,2351,2268,3767,1828,1939,3737,1767,1970,3965,1850,2115,3804,1797,2007,3215,1518,1697,2376,1115,1261,1490,641,849,802,351,451,608,225,383,29.8,28.7,31
41510,44472,46897,0.931236735,AR,"Hot Springs, AR",1,Hot Springs,-93.06,34.46,100330,48620,51710,5192,2698,2494,9953,5157,4796,4857,2467,2390,7064,3691,3373,82829,39568,43261,80328,38298,42030,33390,16656,16734,22632,11074,11558,26157,12481,13676,24475,11052,13423,5192,2698,2494,5331,2792,2539,5785,2941,2844,5756,3008,2748,5002,2574,2428,5448,2703,2745,5827,2855,2972,5590,2662,2928,5767,2854,2913,5673,2724,2949,6182,2995,3187,6804,3244,3560,7498,3518,3980,7505,3434,4071,6803,3142,3661,4626,2126,2500,3033,1389,1644,2508,961,1547,45.4,43.6,47.2
44489,46898,49613,0.91402675,LA,"Houma Thibodaux, LA",2,Houma Thibodaux,-90.82,29.81,206212,101860,104352,12742,6430,6312,25420,13058,12362,11595,5976,5619,16680,8469,8211,162176,79372,82804,156455,76396,80059,79787,39942,39845,54502,27013,27489,52659,26046,26613,32614,14868,17746,12742,6430,6312,13878,7107,6771,14532,7467,7065,13451,6920,6531,11834,6009,5825,12847,6469,6378,14512,7084,7428,13934,6863,7071,13209,6597,6612,11514,5745,5769,12831,6256,6575,14519,7196,7323,13795,6849,6946,10953,5345,5608,8898,4187,4711,5796,2572,3224,3834,1626,2208,3133,1138,1995,38.4,37.5,39.2
51384,54577,57815,0.890290915,AL,"Huntsville, AL",7,Huntsville,-86.59,34.77,502728,249116,253612,27807,14264,13543,55523,28205,27318,25953,13183,12770,44067,22496,21571,406264,200020,206244,393445,193464,199981,199819,101396,98423,136431,69081,67350,134992,66974,68018,77955,34913,43042,27807,14264,13543,30012,15251,14761,32143,16318,15825,31593,16154,15439,31795,16161,15634,34881,18071,16810,35444,17895,17549,34242,17273,16969,31864,15842,16022,30057,14708,15349,33419,16627,16792,37176,18412,18764,34340,17227,17113,26038,12397,13641,21166,9710,11456,13822,6100,7722,9130,3764,5366,7799,2942,4857,39,38,40.1
57156,61155,65805,0.91321512,IN,"Indianapolis-Carmel-Anderson, IN",69,Indianapolis-Carmel-Anderson,-85.66,40.14,2126804,1046604,1080200,132654,67714,64940,264562,135685,128877,120829,62255,58574,184084,92246,91838,1668283,811618,856665,1608759,780950,827809,869121,433422,435699,595281,294951,300330,524173,258416,265757,305221,135337,169884,132654,67714,64940,144216,74152,70064,151419,77563,73856,140401,72102,68299,133439,66369,67070,150871,75174,75697,153642,75880,77762,148926,73345,75581,141842,70552,71290,129342,64454,64888,132717,66061,66656,133761,65735,68026,128353,62166,66187,106059,49949,56110,84198,38591,45607,51853,22846,29007,32647,13465,19182,30464,10486,19978,36.9,36,37.8
45232,48541,51377,0.8545845,NY,"Ithaca, NY",3,Ithaca,-76.5,42.44,105162,51855,53307,3734,1967,1767,7709,3906,3803,3684,1972,1712,27057,13584,13473,91980,45053,46927,90035,44010,46025,54415,27219,27196,24532,12117,12415,21892,10655,11237,16554,7654,8900,3734,1967,1767,4261,2154,2107,4306,2206,2100,11849,5864,5985,18034,9238,8796,7005,3596,3409,5902,2916,2986,5890,2845,3045,5735,2760,2975,4958,2464,2494,5400,2668,2732,5679,2737,2942,5855,2786,3069,5670,2713,2957,4705,2246,2459,2839,1336,1503,1672,735,937,1668,624,1044,32.8,31.4,34.1
39775,44152,47503,0.890219135,MI,"Jackson, MI",2,Jackson,-84.42,42.27,160050,82172,77878,8624,4408,4216,17269,8916,8353,8210,4268,3942,13225,7139,6086,130100,66715,63385,125947,64580,61367,59196,31756,27440,39797,21419,18378,42996,22219,20777,29929,13803,16126,8624,4408,4216,9396,4860,4536,9909,5126,4783,9819,5129,4690,9580,5208,4372,10247,5544,4703,10476,5556,4920,9544,5133,4411,9530,5186,4344,9293,5053,4240,10717,5544,5173,11288,5696,5592,11698,5926,5772,10089,4844,5245,8262,3957,4305,5268,2471,2797,3206,1350,1856,3104,1181,1923,41.3,40.1,42.6
45026,48872,51982,0.85620787,MS,"Jackson, MS",2,Jackson,-90.15,32.36,587202,283025,304177,34708,17721,16987,68745,35113,33632,34034,17547,16487,53558,26318,27240,466429,221267,245162,449715,212644,237071,235719,115814,119905,156927,76512,80415,146397,69592,76805,92833,40222,52611,34708,17721,16987,36308,18437,17871,41237,21239,19998,40923,20778,20145,37869,18524,19345,39303,19253,20050,39768,19492,20276,39235,18998,20237,38621,18769,19852,35452,16950,18502,36275,17457,18818,37354,17798,19556,37316,17387,19929,32302,14829,17473,25824,11681,14143,15672,6847,8825,9917,3931,5986,9118,2934,6184,38,36.6,39.3
41672,44926,48718,0.894352185,TN,"Jackson, TN",5,Jackson,-88.85,35.67,180799,86606,94193,10700,5452,5248,21050,10836,10214,9771,4854,4917,17393,8392,9001,144140,67867,76273,139278,65464,73814,68348,32877,35471,43669,20880,22789,45745,21944,23801,32471,14248,18223,10700,5452,5248,11557,6002,5555,11978,6083,5895,12819,6215,6604,11860,5782,6078,11341,5499,5842,11010,5152,5858,10581,5064,5517,10737,5165,5572,10456,5035,5421,11105,5400,5705,12166,5827,6339,12018,5682,6336,10554,4999,5555,9008,4141,4867,5770,2534,3236,3727,1478,2249,3412,1096,2316,39.3,38.1,40.4
44307,46972,50869,0.91402675,NC,"Jacksonville, NC",3,Jacksonville,-77.4,34.79,206160,114759,91401,16231,8247,7984,24727,12561,12166,9086,4643,4443,44187,33043,11144,160423,91484,68939,156116,89308,66808,109952,68066,41886,59153,31662,27491,32394,15374,17020,20382,9229,11153,16231,8247,7984,14273,7257,7016,12928,6586,6342,16242,10824,5418,34557,25580,8977,19569,11348,8221,16043,8314,7729,13581,7044,6537,9960,4956,5004,8055,4016,4039,7580,3544,4036,8324,3862,4462,8435,3952,4483,7125,3365,3760,5614,2670,2944,3481,1561,1920,2283,945,1338,1879,688,1191,27.1,24.7,31.1
45883,49129,52787,0.856467605,WI,"Janesville-Beloit, WI",3,Janesville-Beloit,-88.98,42.52,164381,81583,82798,9416,4849,4567,18786,9751,9035,9172,4657,4515,13766,7020,6746,131522,64613,66909,127007,62326,64681,61660,31153,30507,41051,20655,20396,43683,21728,21955,28507,12923,15584,9416,4849,4567,10189,5278,4911,10926,5652,5274,10792,5487,5305,9817,5011,4806,10263,5198,5065,9887,4974,4913,10589,5230,5359,10312,5253,5059,9631,4788,4843,10783,5424,5359,11686,5789,5897,11583,5727,5856,9746,4719,5027,7610,3554,4056,4857,2197,2660,3366,1429,1937,2928,1024,1904,40.1,39.2,41.1
44668,48551,51286,0.86690553,MO,"Jefferson City, MO",2,Jefferson City,-92.21,38.58,150706,77216,73490,8409,4360,4049,16762,8552,8210,8164,4194,3970,13568,7097,6471,121427,62187,59240,117371,60110,57261,58391,31186,27205,38733,20964,17769,38698,19863,18835,26372,12186,14186,8409,4360,4049,9126,4669,4457,9710,4952,4758,10223,5249,4974,9435,4973,4462,9385,5100,4285,9835,5316,4519,9900,5370,4530,9613,5178,4435,8941,4780,4161,9634,5010,4624,10176,5179,4997,9947,4894,5053,8816,4325,4491,7322,3486,3836,4498,2124,2374,2964,1308,1656,2772,943,1829,39.7,38.7,40.8
